Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Braixen,0654,14.5 kg (32.0 lbs),1.0 m (3′03″),Fire,"Blaze,Magician"," Powers up Fire-type moves in a pinch., The Pokémon steals the held item of a Pokémon it hits with a move."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/magician",https://pokemondb.net/pokedex/braixen,Delphox, #0655," https://pokemondb.net//pokedex/braixen, https://pokemondb.net//pokedex/delphox"
Fennekin,0653,9.4 kg (20.7 lbs),0.4 m (1′04″),Fire,"Blaze,Magician"," Powers up Fire-type moves in a pinch., The Pokémon steals the held item of a Pokémon it hits with a move."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/magician",https://pokemondb.net/pokedex/fennekin,"Braixen,Delphox"," #0654, #0655"," https://pokemondb.net//pokedex/braixen, https://pokemondb.net//pokedex/delphox"
Chesnaught,0652,90.0 kg (198.4 lbs),1.6 m (5′03″),"Grass,Fighting","Overgrow,Bulletproof"," Powers up Grass-type moves in a pinch., Protects the Pokémon from ball and bomb moves."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/bulletproof",https://pokemondb.net/pokedex/chesnaught,,,
Quilladin,0651,29.0 kg (63.9 lbs),0.7 m (2′04″),Grass,"Overgrow,Bulletproof"," Powers up Grass-type moves in a pinch., Protects the Pokémon from ball and bomb moves."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/bulletproof",https://pokemondb.net/pokedex/quilladin,Chesnaught, #0652," https://pokemondb.net//pokedex/quilladin, https://pokemondb.net//pokedex/chesnaught"
Chespin,0650,9.0 kg (19.8 lbs),0.4 m (1′04″),Grass,"Overgrow,Bulletproof"," Powers up Grass-type moves in a pinch., Protects the Pokémon from ball and bomb moves."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/bulletproof",https://pokemondb.net/pokedex/chespin,"Quilladin,Chesnaught"," #0651, #0652"," https://pokemondb.net//pokedex/quilladin, https://pokemondb.net//pokedex/chesnaught"
Genesect,0649,82.5 kg (181.9 lbs),1.5 m (4′11″),"Bug,Steel",Download, Adjusts power according to a foe's defenses., https://pokemondb.net//ability/download,https://pokemondb.net/pokedex/genesect,,,
Meloetta,0648,6.5 kg (14.3 lbs),0.6 m (2′00″),"Normal,Psychic","Serene Grace,Serene Grace"," Boosts the likelihood of added effects appearing., Boosts the likelihood of added effects appearing."," https://pokemondb.net//ability/serene-grace, https://pokemondb.net//ability/serene-grace",https://pokemondb.net/pokedex/meloetta,,,
Volcarona,0637,46.0 kg (101.4 lbs),1.6 m (5′03″),"Bug,Fire","Flame Body,Swarm"," Contact with the Pokémon may burn the attacker., Powers up Bug-type moves in a pinch."," https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/swarm",https://pokemondb.net/pokedex/volcarona,,,
Larvesta,0636,28.8 kg (63.5 lbs),1.1 m (3′07″),"Bug,Fire","Flame Body,Swarm"," Contact with the Pokémon may burn the attacker., Powers up Bug-type moves in a pinch."," https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/swarm",https://pokemondb.net/pokedex/larvesta,Volcarona, #0637, https://pokemondb.net//pokedex/volcarona
Hydreigon,0635,160.0 kg (352.7 lbs),1.8 m (5′11″),"Dark,Dragon",Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/hydreigon,,,
Zweilous,0634,50.0 kg (110.2 lbs),1.4 m (4′07″),"Dark,Dragon",Hustle," Boosts the Attack stat, but lowers accuracy.", https://pokemondb.net//ability/hustle,https://pokemondb.net/pokedex/zweilous,Hydreigon, #0635," https://pokemondb.net//pokedex/zweilous, https://pokemondb.net//pokedex/hydreigon"
Deino,0633,17.3 kg (38.1 lbs),0.8 m (2′07″),"Dark,Dragon",Hustle," Boosts the Attack stat, but lowers accuracy.", https://pokemondb.net//ability/hustle,https://pokemondb.net/pokedex/deino,"Zweilous,Hydreigon"," #0634, #0635"," https://pokemondb.net//pokedex/zweilous, https://pokemondb.net//pokedex/hydreigon"
Durant,0632,33.0 kg (72.8 lbs),0.3 m (1′00″),"Bug,Steel","Swarm,Hustle,Truant"," Powers up Bug-type moves in a pinch., Boosts the Attack stat, but lowers accuracy., Pokémon can't attack on consecutive turns."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/truant",https://pokemondb.net/pokedex/durant,,,
Heatmor,0631,58.0 kg (127.9 lbs),1.4 m (4′07″),Fire,"Gluttony,Flash Fire,White Smoke"," Encourages the early use of a held Berry., It powers up Fire-type moves if it's hit by one., Prevents other Pokémon from lowering its stats."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/white-smoke",https://pokemondb.net/pokedex/heatmor,,,
Mandibuzz,0630,39.5 kg (87.1 lbs),1.2 m (3′11″),"Dark,Flying","Big Pecks,Overcoat,Weak Armor"," Protects the Pokémon from Defense-lowering attacks., Protects the Pokémon from weather damage., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/big-pecks, https://pokemondb.net//ability/overcoat, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/mandibuzz,,,
Vullaby,0629,9.0 kg (19.8 lbs),0.5 m (1′08″),"Dark,Flying","Big Pecks,Overcoat,Weak Armor"," Protects the Pokémon from Defense-lowering attacks., Protects the Pokémon from weather damage., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/big-pecks, https://pokemondb.net//ability/overcoat, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/vullaby,Mandibuzz, #0630, https://pokemondb.net//pokedex/mandibuzz
Braviary,0628,41.0 kg (90.4 lbs),1.5 m (4′11″),"Normal,Flying","Keen Eye,Sheer Force,Defiant,Keen Eye,Sheer Force,Tinted Lens"," Prevents other Pokémon from lowering accuracy., Removes added effects to increase move damage., Sharply raises Attack when the Pokémon's stats are lowered., Prevents other Pokémon from lowering accuracy., Removes added effects to increase move damage., Powers up “not very effective” moves."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/defiant, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/tinted-lens",https://pokemondb.net/pokedex/braviary,,,
Rufflet,0627,10.5 kg (23.1 lbs),0.5 m (1′08″),"Normal,Flying","Keen Eye,Sheer Force,Hustle"," Prevents other Pokémon from lowering accuracy., Removes added effects to increase move damage., Boosts the Attack stat, but lowers accuracy."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/hustle",https://pokemondb.net/pokedex/rufflet,,,
Bouffalant,0626,94.6 kg (208.6 lbs),1.6 m (5′03″),Normal,"Reckless,Sap Sipper,Soundproof"," Powers up moves that have recoil damage., Boosts Attack when hit by a Grass-type move., Gives immunity to sound-based moves."," https://pokemondb.net//ability/reckless, https://pokemondb.net//ability/sap-sipper, https://pokemondb.net//ability/soundproof",https://pokemondb.net/pokedex/bouffalant,,,
Mienfoo,0619,20.0 kg (44.1 lbs),0.9 m (2′11″),Fighting,"Inner Focus,Regenerator,Reckless"," The Pokémon is protected from flinching., Restores a little HP when withdrawn from battle., Powers up moves that have recoil damage."," https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/regenerator, https://pokemondb.net//ability/reckless",https://pokemondb.net/pokedex/mienfoo,Mienshao, #0620, https://pokemondb.net//pokedex/mienshao
Stunfisk,0618,11.0 kg (24.3 lbs),0.7 m (2′04″),"Ground,Electric","Static,Limber,Sand Veil,Mimicry"," Contact with the Pokémon may cause paralysis., The Pokémon is protected from paralysis., Boosts the Pokémon's evasion in a sandstorm., Changes type depending on the terrain."," https://pokemondb.net//ability/static, https://pokemondb.net//ability/limber, https://pokemondb.net//ability/sand-veil, https://pokemondb.net//ability/mimicry",https://pokemondb.net/pokedex/stunfisk,,,
Accelgor,0617,25.3 kg (55.8 lbs),0.8 m (2′07″),Bug,"Hydration,Sticky Hold,Unburden"," Heals status problems if it is raining., Protects the Pokémon from item theft., Raises Speed if a held item is used."," https://pokemondb.net//ability/hydration, https://pokemondb.net//ability/sticky-hold, https://pokemondb.net//ability/unburden",https://pokemondb.net/pokedex/accelgor,,,
Shelmet,0616,7.7 kg (17.0 lbs),0.4 m (1′04″),Bug,"Hydration,Shell Armor,Overcoat"," Heals status problems if it is raining., The Pokémon is protected against critical hits., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/hydration, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/shelmet,Accelgor, #0617, https://pokemondb.net//pokedex/accelgor
Cubchoo,0613,8.5 kg (18.7 lbs),0.5 m (1′08″),Ice,"Snow Cloak,Slush Rush,Rattled"," Raises evasion in a hailstorm., Boosts the Pokémon's Speed stat in a hailstorm., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/slush-rush, https://pokemondb.net//ability/rattled",https://pokemondb.net/pokedex/cubchoo,Beartic, #0614, https://pokemondb.net//pokedex/beartic
Haxorus,0612,105.5 kg (232.6 lbs),1.8 m (5′11″),Dragon,"Rivalry,Mold Breaker,Unnerve"," Deals more damage to a Pokémon of same gender., Moves can be used regardless of Abilities., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net//ability/rivalry, https://pokemondb.net//ability/mold-breaker, https://pokemondb.net//ability/unnerve",https://pokemondb.net/pokedex/haxorus,,,
Fraxure,0611,36.0 kg (79.4 lbs),1.0 m (3′03″),Dragon,"Rivalry,Mold Breaker,Unnerve"," Deals more damage to a Pokémon of same gender., Moves can be used regardless of Abilities., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net//ability/rivalry, https://pokemondb.net//ability/mold-breaker, https://pokemondb.net//ability/unnerve",https://pokemondb.net/pokedex/fraxure,Haxorus, #0612," https://pokemondb.net//pokedex/fraxure, https://pokemondb.net//pokedex/haxorus"
Axew,0610,18.0 kg (39.7 lbs),0.6 m (2′00″),Dragon,"Rivalry,Mold Breaker,Unnerve"," Deals more damage to a Pokémon of same gender., Moves can be used regardless of Abilities., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net//ability/rivalry, https://pokemondb.net//ability/mold-breaker, https://pokemondb.net//ability/unnerve",https://pokemondb.net/pokedex/axew,"Fraxure,Haxorus"," #0611, #0612"," https://pokemondb.net//pokedex/fraxure, https://pokemondb.net//pokedex/haxorus"
Chandelure,0609,34.3 kg (75.6 lbs),1.0 m (3′03″),"Ghost,Fire","Flash Fire,Flame Body,Infiltrator"," It powers up Fire-type moves if it's hit by one., Contact with the Pokémon may burn the attacker., Passes through the foe's barrier and strikes."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/infiltrator",https://pokemondb.net/pokedex/chandelure,,,
Lampent,0608,13.0 kg (28.7 lbs),0.6 m (2′00″),"Ghost,Fire","Flash Fire,Flame Body,Infiltrator"," It powers up Fire-type moves if it's hit by one., Contact with the Pokémon may burn the attacker., Passes through the foe's barrier and strikes."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/infiltrator",https://pokemondb.net/pokedex/lampent,Chandelure, #0609," https://pokemondb.net//pokedex/lampent, https://pokemondb.net//pokedex/chandelure"
Litwick,0607,3.1 kg (6.8 lbs),0.3 m (1′00″),"Ghost,Fire","Flash Fire,Flame Body,Infiltrator"," It powers up Fire-type moves if it's hit by one., Contact with the Pokémon may burn the attacker., Passes through the foe's barrier and strikes."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/infiltrator",https://pokemondb.net/pokedex/litwick,"Lampent,Chandelure"," #0608, #0609"," https://pokemondb.net//pokedex/lampent, https://pokemondb.net//pokedex/chandelure"
Beheeyem,0606,34.5 kg (76.1 lbs),1.0 m (3′03″),Psychic,"Telepathy,Synchronize,Analytic"," Anticipates an ally's attack and dodges it., Passes a burn, poison, or paralysis to the foe., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/telepathy, https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/beheeyem,,,
Elgyem,0605,9.0 kg (19.8 lbs),0.5 m (1′08″),Psychic,"Telepathy,Synchronize,Analytic"," Anticipates an ally's attack and dodges it., Passes a burn, poison, or paralysis to the foe., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/telepathy, https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/elgyem,Beheeyem, #0606, https://pokemondb.net//pokedex/beheeyem
Eelektross,0604,80.5 kg (177.5 lbs),2.1 m (6′11″),Electric,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/eelektross,,,
Eelektrik,0603,22.0 kg (48.5 lbs),1.2 m (3′11″),Electric,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/eelektrik,Eelektross, #0604," https://pokemondb.net//pokedex/eelektrik, https://pokemondb.net//pokedex/eelektross"
Tynamo,0602,0.3 kg (0.7 lbs),0.2 m (0′08″),Electric,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/tynamo,"Eelektrik,Eelektross"," #0603, #0604"," https://pokemondb.net//pokedex/eelektrik, https://pokemondb.net//pokedex/eelektross"
Klinklang,0601,81.0 kg (178.6 lbs),0.6 m (2′00″),Steel,"Plus,Minus,Clear Body"," Ups Sp. Atk if another Pokémon has Plus or Minus., Ups Sp. Atk if another Pokémon has Plus or Minus., Prevents other Pokémon from lowering its stats."," https://pokemondb.net//ability/plus, https://pokemondb.net//ability/minus, https://pokemondb.net//ability/clear-body",https://pokemondb.net/pokedex/klinklang,,,
Alomomola,0594,31.6 kg (69.7 lbs),1.2 m (3′11″),Water,"Healer,Hydration,Regenerator"," May heal an ally's status conditions., Heals status problems if it is raining., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/healer, https://pokemondb.net//ability/hydration, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/alomomola,,,
Jellicent,0593,135.0 kg (297.6 lbs),2.2 m (7′03″),"Water,Ghost","Water Absorb,Cursed Body,Damp"," Restores HP if hit by a Water-type move., May disable a move used on the Pokémon., Prevents the use of self-destructing moves."," https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/cursed-body, https://pokemondb.net//ability/damp",https://pokemondb.net/pokedex/jellicent,,,
Frillish,0592,33.0 kg (72.8 lbs),1.2 m (3′11″),"Water,Ghost","Water Absorb,Cursed Body,Damp"," Restores HP if hit by a Water-type move., May disable a move used on the Pokémon., Prevents the use of self-destructing moves."," https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/cursed-body, https://pokemondb.net//ability/damp",https://pokemondb.net/pokedex/frillish,Jellicent, #0593, https://pokemondb.net//pokedex/jellicent
Amoonguss,0591,10.5 kg (23.1 lbs),0.6 m (2′00″),"Grass,Poison","Effect Spore,Regenerator"," Contact may poison or cause paralysis or sleep., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/effect-spore, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/amoonguss,,,
Foongus,0590,1.0 kg (2.2 lbs),0.2 m (0′08″),"Grass,Poison","Effect Spore,Regenerator"," Contact may poison or cause paralysis or sleep., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/effect-spore, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/foongus,Amoonguss, #0591, https://pokemondb.net//pokedex/amoonguss
Escavalier,0589,33.0 kg (72.8 lbs),1.0 m (3′03″),"Bug,Steel","Swarm,Shell Armor,Overcoat"," Powers up Bug-type moves in a pinch., The Pokémon is protected against critical hits., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/escavalier,,,
Sawsbuck,0586,92.5 kg (203.9 lbs),1.9 m (6′03″),"Normal,Grass","Chlorophyll,Sap Sipper,Serene Grace"," Boosts the Pokémon's Speed in sunshine., Boosts Attack when hit by a Grass-type move., Boosts the likelihood of added effects appearing."," https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/sap-sipper, https://pokemondb.net//ability/serene-grace",https://pokemondb.net/pokedex/sawsbuck,,,
Deerling,0585,19.5 kg (43.0 lbs),0.6 m (2′00″),"Normal,Grass","Chlorophyll,Sap Sipper,Serene Grace"," Boosts the Pokémon's Speed in sunshine., Boosts Attack when hit by a Grass-type move., Boosts the likelihood of added effects appearing."," https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/sap-sipper, https://pokemondb.net//ability/serene-grace",https://pokemondb.net/pokedex/deerling,Sawsbuck, #0586, https://pokemondb.net//pokedex/sawsbuck
Vanilluxe,0584,57.5 kg (126.8 lbs),1.3 m (4′03″),Ice,"Ice Body,Snow Warning,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., The Pokémon summons a hailstorm in battle., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/ice-body, https://pokemondb.net//ability/snow-warning, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/vanilluxe,,,
Vanillish,0583,41.0 kg (90.4 lbs),1.1 m (3′07″),Ice,"Ice Body,Snow Cloak,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., Raises evasion in a hailstorm., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/ice-body, https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/vanillish,Vanilluxe, #0584," https://pokemondb.net//pokedex/vanillish, https://pokemondb.net//pokedex/vanilluxe"
Vanillite,0582,5.7 kg (12.6 lbs),0.4 m (1′04″),Ice,"Ice Body,Snow Cloak,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., Raises evasion in a hailstorm., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/ice-body, https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/vanillite,"Vanillish,Vanilluxe"," #0583, #0584"," https://pokemondb.net//pokedex/vanillish, https://pokemondb.net//pokedex/vanilluxe"
Swanna,0581,24.2 kg (53.4 lbs),1.3 m (4′03″),"Water,Flying","Keen Eye,Big Pecks,Hydration"," Prevents other Pokémon from lowering accuracy., Protects the Pokémon from Defense-lowering attacks., Heals status problems if it is raining."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/big-pecks, https://pokemondb.net//ability/hydration",https://pokemondb.net/pokedex/swanna,,,
Gothita,0574,5.8 kg (12.8 lbs),0.4 m (1′04″),Psychic,"Frisk,Competitive,Shadow Tag"," The Pokémon can check a foe's held item., Sharply raises Special Attack when the Pokémon's stats are lowered., Prevents the foe from escaping."," https://pokemondb.net//ability/frisk, https://pokemondb.net//ability/competitive, https://pokemondb.net//ability/shadow-tag",https://pokemondb.net/pokedex/gothita,"Gothorita,Gothitelle"," #0575, #0576"," https://pokemondb.net//pokedex/gothorita, https://pokemondb.net//pokedex/gothitelle"
Cinccino,0573,7.5 kg (16.5 lbs),0.5 m (1′08″),Normal,"Cute Charm,Technician,Skill Link"," Contact with the Pokémon may cause infatuation., Powers up the Pokémon's weaker moves., Increases the frequency of multi-strike moves."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/skill-link",https://pokemondb.net/pokedex/cinccino,,,
Minccino,0572,5.8 kg (12.8 lbs),0.4 m (1′04″),Normal,"Cute Charm,Technician,Skill Link"," Contact with the Pokémon may cause infatuation., Powers up the Pokémon's weaker moves., Increases the frequency of multi-strike moves."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/skill-link",https://pokemondb.net/pokedex/minccino,Cinccino, #0573, https://pokemondb.net//pokedex/cinccino
Zoroark,0571,81.1 kg (178.8 lbs),1.6 m (5′03″),Dark,"Illusion,Illusion"," Enters battle disguised as the last Pokémon in the party., Enters battle disguised as the last Pokémon in the party."," https://pokemondb.net//ability/illusion, https://pokemondb.net//ability/illusion",https://pokemondb.net/pokedex/zoroark,,,
Trubbish,0568,31.0 kg (68.3 lbs),0.6 m (2′00″),Poison,"Stench,Sticky Hold,Aftermath"," The stench may cause the target to flinch., Protects the Pokémon from item theft., Damages the attacker landing the finishing hit."," https://pokemondb.net//ability/stench, https://pokemondb.net//ability/sticky-hold, https://pokemondb.net//ability/aftermath",https://pokemondb.net/pokedex/trubbish,Garbodor, #0569, https://pokemondb.net//pokedex/garbodor
Archeops,0567,32.0 kg (70.5 lbs),1.4 m (4′07″),"Rock,Flying",Defeatist, Lowers stats when HP drops below half., https://pokemondb.net//ability/defeatist,https://pokemondb.net/pokedex/archeops,,,
Archen,0566,9.5 kg (20.9 lbs),0.5 m (1′08″),"Rock,Flying",Defeatist, Lowers stats when HP drops below half., https://pokemondb.net//ability/defeatist,https://pokemondb.net/pokedex/archen,Archeops, #0567, https://pokemondb.net//pokedex/archeops
Carracosta,0565,81.0 kg (178.6 lbs),1.2 m (3′11″),"Water,Rock","Solid Rock,Sturdy,Swift Swim"," Reduces damage from super-effective attacks., It cannot be knocked out with one hit., Boosts the Pokémon's Speed in rain."," https://pokemondb.net//ability/solid-rock, https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/swift-swim",https://pokemondb.net/pokedex/carracosta,,,
Tirtouga,0564,16.5 kg (36.4 lbs),0.7 m (2′04″),"Water,Rock","Solid Rock,Sturdy,Swift Swim"," Reduces damage from super-effective attacks., It cannot be knocked out with one hit., Boosts the Pokémon's Speed in rain."," https://pokemondb.net//ability/solid-rock, https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/swift-swim",https://pokemondb.net/pokedex/tirtouga,Carracosta, #0565, https://pokemondb.net//pokedex/carracosta
Cofagrigus,0563,76.5 kg (168.7 lbs),1.7 m (5′07″),Ghost,Mummy, Contact with this Pokémon spreads this Ability., https://pokemondb.net//ability/mummy,https://pokemondb.net/pokedex/cofagrigus,"Yamask,Runerigus"," #0562, #0867"," https://pokemondb.net//pokedex/cofagrigus, https://pokemondb.net//pokedex/yamask, https://pokemondb.net//pokedex/runerigus"
Yamask,0562,1.5 kg (3.3 lbs),0.5 m (1′08″),Ghost,"Mummy,Wandering Spirit"," Contact with this Pokémon spreads this Ability., Swaps abilities with opponents on contact."," https://pokemondb.net//ability/mummy, https://pokemondb.net//ability/wandering-spirit",https://pokemondb.net/pokedex/yamask,Runerigus, #0867," https://pokemondb.net//pokedex/cofagrigus, https://pokemondb.net//pokedex/yamask, https://pokemondb.net//pokedex/runerigus"
Darmanitan,0555,92.9 kg (204.8 lbs),1.3 m (4′03″),Fire,"Sheer Force,Zen Mode,Sheer Force,Zen Mode,Gorilla Tactics,Zen Mode,Gorilla Tactics,Zen Mode"," Removes added effects to increase move damage., Changes form when HP drops below half., Removes added effects to increase move damage., Changes form when HP drops below half., Boosts the Pokémon's Attack stat but only allows the use of the first selected move., Changes form when HP drops below half., Boosts the Pokémon's Attack stat but only allows the use of the first selected move., Changes form when HP drops below half."," https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/zen-mode, https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/zen-mode, https://pokemondb.net//ability/gorilla-tactics, https://pokemondb.net//ability/zen-mode, https://pokemondb.net//ability/gorilla-tactics, https://pokemondb.net//ability/zen-mode",https://pokemondb.net/pokedex/darmanitan,,,
Darumaka,0554,37.5 kg (82.7 lbs),0.6 m (2′00″),Fire,"Hustle,Inner Focus,Hustle,Inner Focus"," Boosts the Attack stat, but lowers accuracy., The Pokémon is protected from flinching., Boosts the Attack stat, but lowers accuracy., The Pokémon is protected from flinching."," https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/darumaka,Darmanitan, #0555," https://pokemondb.net//pokedex/darmanitan, https://pokemondb.net//pokedex/darumaka, https://pokemondb.net//pokedex/darmanitan"
Krookodile,0553,96.3 kg (212.3 lbs),1.5 m (4′11″),"Ground,Dark","Intimidate,Moxie,Anger Point"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Maxes Attack after taking a critical hit."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/moxie, https://pokemondb.net//ability/anger-point",https://pokemondb.net/pokedex/krookodile,,,
Krokorok,0552,33.4 kg (73.6 lbs),1.0 m (3′03″),"Ground,Dark","Intimidate,Moxie,Anger Point"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Maxes Attack after taking a critical hit."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/moxie, https://pokemondb.net//ability/anger-point",https://pokemondb.net/pokedex/krokorok,Krookodile, #0553," https://pokemondb.net//pokedex/krokorok, https://pokemondb.net//pokedex/krookodile"
Sandile,0551,15.2 kg (33.5 lbs),0.7 m (2′04″),"Ground,Dark","Intimidate,Moxie,Anger Point"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Maxes Attack after taking a critical hit."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/moxie, https://pokemondb.net//ability/anger-point",https://pokemondb.net/pokedex/sandile,"Krokorok,Krookodile"," #0552, #0553"," https://pokemondb.net//pokedex/krokorok, https://pokemondb.net//pokedex/krookodile"
Petilil,0548,6.6 kg (14.6 lbs),0.5 m (1′08″),Grass,"Chlorophyll,Own Tempo,Leaf Guard"," Boosts the Pokémon's Speed in sunshine., Prevents the Pokémon from becoming confused., Prevents problems with status in sunny weather."," https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/leaf-guard",https://pokemondb.net/pokedex/petilil,,,
Whimsicott,0547,6.6 kg (14.6 lbs),0.7 m (2′04″),"Grass,Fairy","Prankster,Infiltrator,Chlorophyll"," Gives priority to a status move., Passes through the foe's barrier and strikes., Boosts the Pokémon's Speed in sunshine."," https://pokemondb.net//ability/prankster, https://pokemondb.net//ability/infiltrator, https://pokemondb.net//ability/chlorophyll",https://pokemondb.net/pokedex/whimsicott,,,
Cottonee,0546,0.6 kg (1.3 lbs),0.3 m (1′00″),"Grass,Fairy","Prankster,Infiltrator,Chlorophyll"," Gives priority to a status move., Passes through the foe's barrier and strikes., Boosts the Pokémon's Speed in sunshine."," https://pokemondb.net//ability/prankster, https://pokemondb.net//ability/infiltrator, https://pokemondb.net//ability/chlorophyll",https://pokemondb.net/pokedex/cottonee,Whimsicott, #0547, https://pokemondb.net//pokedex/whimsicott
Scolipede,0545,200.5 kg (442.0 lbs),2.5 m (8′02″),"Bug,Poison","Poison Point,Swarm,Speed Boost"," Contact with the Pokémon may poison the attacker., Powers up Bug-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/poison-point, https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/scolipede,,,
Whirlipede,0544,58.5 kg (129.0 lbs),1.2 m (3′11″),"Bug,Poison","Poison Point,Swarm,Speed Boost"," Contact with the Pokémon may poison the attacker., Powers up Bug-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/poison-point, https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/whirlipede,Scolipede, #0545," https://pokemondb.net//pokedex/whirlipede, https://pokemondb.net//pokedex/scolipede"
